trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fileName,vidLen,valence,arousal,impact,group,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,MoviePresent.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0057715000584721565,0.01042900001630187,0.01042900001630187,0.8503261001314968,space,0.834429900161922,None,,418204,001,2025-06-11_13h27.47.294,emotionalMovieTask,2023.2.3,60.08441856540413,2025-06-11 13h27.55.764864 -0500,
,,,,,,,,,,,,,,,,,,,0.8624975001439452,,,,,,,,
