thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006012100027874112,0.010819299845024943,0.010819299845024943,1.142665899824351,space,1.1259040997829288,None,700361,001,2025-06-11_11h59.18.215,emotionalMovieTask,2023.2.3,59.892899524303964,2025-06-11 12h02.30.485028 -0500,
