fileName,vidLen,valence,arousal,impact,group,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,MoviePresent.started,movie.started,constantBlack.started,polygon.started,polygon.stopped,MoviePresent.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.005593399982899427,0.010289600118994713,0.010289600118994713,0.8318678999785334,space,0.8071747000794858,None,,,,,,,782507,001,2025-06-11_13h34.42.318,emotionalMovieTask,2023.2.3,59.92864889568561,2025-06-11 13h34.59.507405 -0500,
831-Close Up Bow Playing Violin-ED.mp4,15.073,5.5,3.037,3.1538,neut,0,0,0,0,1.0801723999902606,,,,,,,,,0.8481628999579698,1.0801723999902606,1.0801723999902606,1.0801723999902606,1.3320911000482738,16.07795580010861,782507,001,2025-06-11_13h34.42.318,emotionalMovieTask,2023.2.3,59.92864889568561,2025-06-11 13h34.59.507405 -0500,
685.22-Romantic_Happy_Couple_Showing_Love-ED.mp4,9.967,5.913,2.7143,2.05,neut,0,1,1,2,16.48365560011007,,,,,,,,,16.183468100149184,16.48365560011007,16.48365560011007,16.48365560011007,16.745238299947232,26.436657699989155,782507,001,2025-06-11_13h34.42.318,emotionalMovieTask,2023.2.3,59.92864889568561,2025-06-11 13h34.59.507405 -0500,
646-Woman Crocheting-ED.mp4,7.811,5.3077,3.4643,3.0263,neut,0,2,2,1,26.869766500080004,,,,,,,,,26.542982999933884,26.869766500080004,26.869766500080004,26.869766500080004,27.119834100129083,34.65989390015602,782507,001,2025-06-11_13h34.42.318,emotionalMovieTask,2023.2.3,59.92864889568561,2025-06-11 13h34.59.507405 -0500,
641.1-Free Couple Holding Hands-ED.mp4,12.539,6.4286,3.2,3.2821,neut,0,3,3,3,35.07163399993442,,,,,,,,,34.76230229996145,35.07163399993442,35.07163399993442,35.07163399993442,35.326912299962714,47.55403849994764,782507,001,2025-06-11_13h34.42.318,emotionalMovieTask,2023.2.3,59.92864889568561,2025-06-11 13h34.59.507405 -0500,
