trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fileName,vidLen,valence,arousal,impact,group,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,MoviePresent.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.007275399984791875,0.01218630000948906,0.01218630000948906,2.2317932001315057,space,2.213155700126663,None,,037158,001,2025-06-11_13h26.15.973,emotionalMovieTask,2023.2.3,59.75411186339289,2025-06-11 13h26.25.201443 -0500,
,,,,,,,,,,,,,,,,,,,2.2435521001461893,,,,,,,,
