thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007017399882897735,0.012041500071063638,0.012041500071063638,2.5368834999389946,space,2.5178348999470472,None,156539,001,2025-06-11_11h55.43.503,emotionalMovieTask,2023.2.3,59.96080959564764,2025-06-11 11h55.52.405180 -0500,
