trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fileName,vidLen,valence,arousal,impact,group,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,MoviePresent.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.005441199988126755,0.010317099979147315,0.010317099979147315,0.7628585998900235,space,0.7441571999806911,None,,797390,001,2025-06-11_12h03.47.952,emotionalMovieTask,2023.2.3,59.98519565271644,2025-06-11 12h03.56.594826 -0500,
,,,,,,,,,,,,,,,,,,,0.7750194000545889,,,,,,,,
